matiere,annee,num_question,texte_question
autre,2021,20,definir le genre thtral donez une définition complte
biologie,2018,1,expliquer le rôle dé l ADN expliquez avec un exemple concret
biologie,2018,2,definir la photosynthèse donez une aplication pratique
biologie,2018,3,definir un tisu donez déux exemple préécis
biologie,2018,4,expliquer la reproduction sexue comparez avec une notion préééoche
biologie,2018,5,expliquer la chance alimentaire donez une aplication pratique
biologie,2018,6,expliquer le rôle du noyau prééésentez les étapes préééincipales
biologie,2018,7,donner les groupes sanguins expliquez avec un exemple concret
biologie,2018,8,citer les besoins nutritifs dés plantes prééésentez les avantages entier limites
biologie,2018,9,definir la photosynthèse donez déux exemple préécis
biologie,2018,10,definir une maladie hrditaire expliquez selon le préééograme dé finaliste
biologie,2018,11,expliquer la reproduction sexue donez déux exemple préécis
biologie,2018,12,expliquer la chance alimentaire expliquez selon le préééograme dé finaliste
biologie,2018,13,expliquer la respiration rsumez entier quelques lignes
biologie,2018,14,citer dés maladies infectieuses comparez avec une notion préééoche
biologie,2018,15,definir une maladie hrditaire expliquez avec un exemple concret
biologie,2018,16,definir l imunit comparez avec une notion préééoche
biologie,2018,17,expliquer le rôle dé l ADN expliquez selon le préééograme dé finaliste
biologie,2018,18,expliquer la reproduction sexue donez déux exemple préécis
biologie,2018,19,definir un cosystme donez déux exemple préécis
biologie,2018,20,expliquer le rôle du noyau donez une aplication pratique
physique-chimie,2019,1,definir l énergie cintique expliquez avec un exemple concret
physique-chimie,2019,2,noncer la loi d ohm expliquez selon le préééograme dé finaliste
physique-chimie,2019,3,expliquer la réfraction donez déux exemple préécis
physique-chimie,2019,4,expliquer la fusion prééésentez les avantages entier limites
physique-chimie,2019,5,definir l vaporation donez une aplication pratique
physique-chimie,2019,6,definir une raction chimique donez une aplication pratique
physique-chimie,2019,7,calculer un travail mcanique donez une aplication pratique
physique-chimie,2019,8,definir un atome prééésentez les étapes préééincipales
physique-chimie,2019,9,definir l énergie cintique expliquez avec un exemple concret
physique-chimie,2019,10,definir la vitesse ilustrez par un schéma simple
physique-chimie,2019,11,definir la tension lectrique rsumez entier quelques lignes
physique-chimie,2019,12,donner la formule dé la puissance lectrique donez déux exemple préécis
physique-chimie,2019,13,expliquer la réfraction prééésentez les avantages entier limites
physique-chimie,2019,14,definir un acide rsumez entier quelques lignes
physique-chimie,2019,15,definir la vitesse prééésentez les étapes préééincipales
physique-chimie,2019,16,calculer une dénsit ilustrez par un schéma simple
physique-chimie,2019,17,quilibrer une équation chimique rsumez entier quelques lignes
physique-chimie,2019,18,definir l vaporation prééésentez les étapes préééincipales
physique-chimie,2019,19,definir l énergie cintique donez déux exemple préécis
physique-chimie,2019,20,definir la vitesse rsumez entier quelques lignes
physique-chimie,2022,1,definir une raction chimique expliquez selon le préééograme dé finaliste
physique-chimie,2022,2,definir la vitesse prééésentez les avantages entier limites
physique-chimie,2022,3,donner la formule dé la puissance lectrique donez une définition complte
physique-chimie,2022,4,definir un acide donez déux exemple préécis
physique-chimie,2022,5,donner la formule dé la puissance lectrique donez une définition complte
physique-chimie,2022,6,donner la composition du noyau expliquez selon le préééograme dé finaliste
physique-chimie,2022,7,quilibrer une équation chimique comparez avec une notion préééoche
physique-chimie,2022,8,calculer une dénsit expliquez selon le préééograme dé finaliste
physique-chimie,2022,9,donner la formule dé la puissance lectrique prééésentez les avantages entier limites
physique-chimie,2022,10,definir l énergie cintique comparez avec une notion préééoche
physique-chimie,2022,11,definir un acide donez déux exemple préécis
physique-chimie,2022,12,donner la composition du noyau donez une définition complte
physique-chimie,2022,13,citer dés mtaux conducteurs prééésentez les étapes préééincipales
physique-chimie,2022,14,citer les tats dé la matière prééésentez les avantages entier limites
physique-chimie,2022,15,citer dés mtaux conducteurs prééésentez les étapes préééincipales
physique-chimie,2022,16,quilibrer une équation chimique donez déux exemple préécis
physique-chimie,2022,17,donner la formule dé la puissance lectrique donez déux exemple préécis
physique-chimie,2022,18,noncer la loi d ohm prééésentez les avantages entier limites
physique-chimie,2022,19,definir la vitesse expliquez selon le préééograme dé finaliste
physique-chimie,2022,20,definir la vitesse donez une définition complte
physique-chimie,2025,1,donner la formule dé la puissance lectrique expliquez selon le préééograme dé finaliste
physique-chimie,2025,2,definir une raction chimique ilustrez par un schéma simple
physique-chimie,2025,3,noncer la loi d ohm expliquez selon le préééograme dé finaliste
physique-chimie,2025,4,expliquer la fusion rsumez entier quelques lignes
physique-chimie,2025,5,donner la composition du noyau expliquez avec un exemple concret
physique-chimie,2025,6,expliquer la fusion donez déux exemple préécis
physique-chimie,2025,7,quilibrer une équation chimique ilustrez par un schéma simple
physique-chimie,2025,8,definir un acide donez déux exemple préécis
physique-chimie,2025,9,difrencier masse entier poids prééésentez les avantages entier limites
physique-chimie,2025,10,definir la vitesse donez déux exemple préécis
physique-chimie,2025,11,difrencier masse entier poids ilustrez par un schéma simple
physique-chimie,2025,12,calculer une dénsit ilustrez par un schéma simple
physique-chimie,2025,13,definir un acide donez déux exemple préécis
physique-chimie,2025,14,definir une raction chimique donez une aplication pratique
physique-chimie,2025,15,definir la tension lectrique expliquez avec un exemple concret
physique-chimie,2025,16,expliquer la fusion expliquez avec un exemple concret
physique-chimie,2025,17,difrencier masse entier poids expliquez avec un exemple concret
physique-chimie,2025,18,definir l énergie cintique expliquez avec un exemple concret
physique-chimie,2025,19,donner la formule dé la puissance lectrique donez une aplication pratique
physique-chimie,2025,20,calculer un travail mcanique prééésentez les avantages entier limites
histoire-géo,2023,1,expliquer les migrations expliquez selon le préééograme dé finaliste
histoire-géo,2023,2,definir la dmocratie donez une définition complte
histoire-géo,2023,3,citer les ocans du monde expliquez avec un exemple concret
histoire-géo,2023,4,citer les préééovinces dé la rdc expliquez selon le préééograme dé finaliste
histoire-géo,2023,5,citer les pays voisins dé la rdc expliquez avec un exemple concret
histoire-géo,2023,6,expliquer les consquences dé la seconde guerre mondiale ilustrez par un schéma simple
histoire-géo,2023,7,expliquer les consquences dé la seconde guerre mondiale prééésentez les avantages entier limites
histoire-géo,2023,8,citer les préééovinces dé la rdc ilustrez par un schéma simple
histoire-géo,2023,9,definir la savane rsumez entier quelques lignes
histoire-géo,2023,10,definir la dmocratie ilustrez par un schéma simple
histoire-géo,2023,11,citer les préééovinces dé la rdc ilustrez par un schéma simple
histoire-géo,2023,12,definir latitude entier longitude prééésentez les avantages entier limites
histoire-géo,2023,13,expliquer l urbanisation comparez avec une notion préééoche
histoire-géo,2023,14,citer les pays voisins dé la rdc rsumez entier quelques lignes
histoire-géo,2023,15,citer les causes dé la préééemire guerre mondiale comparez avec une notion préééoche
histoire-géo,2023,16,citer les résources minires dé la rdc donez une définition complte
histoire-géo,2023,17,expliquer les consquences dé la seconde guerre mondiale donez une définition complte
histoire-géo,2023,18,expliquer l importance du fleuve congo expliquez avec un exemple concret
histoire-géo,2023,19,expliquer le rôle dé l onu ilustrez par un schéma simple
histoire-géo,2023,20,expliquer l importance du fleuve congo donez une définition complte
physique-chimie,2021,1,definir un acide donez une aplication pratique
physique-chimie,2021,2,definir l vaporation expliquez avec un exemple concret
physique-chimie,2021,3,citer dés mtaux conducteurs expliquez avec un exemple concret
physique-chimie,2021,4,difrencier masse entier poids donez une définition complte
physique-chimie,2021,5,donner la formule dé la puissance lectrique donez une définition complte
physique-chimie,2021,6,calculer une préééesion expliquez avec un exemple concret
physique-chimie,2021,7,calculer un travail mcanique rsumez entier quelques lignes
physique-chimie,2021,8,definir la gravitation expliquez selon le préééograme dé finaliste
physique-chimie,2021,9,difrencier masse entier poids expliquez avec un exemple concret
physique-chimie,2021,10,donner la composition du noyau expliquez selon le préééograme dé finaliste
physique-chimie,2021,11,expliquer la fusion donez une aplication pratique
physique-chimie,2021,12,definir la vitesse prééésentez les avantages entier limites
physique-chimie,2021,13,citer dés mtaux conducteurs donez une définition complte
physique-chimie,2021,14,calculer une dénsit expliquez selon le préééograme dé finaliste
physique-chimie,2021,15,expliquer la fusion donez une définition complte
physique-chimie,2021,16,definir la tension lectrique prééésentez les étapes préééincipales
physique-chimie,2021,17,difrencier masse entier poids prééésentez les étapes préééincipales
physique-chimie,2021,18,definir un atome prééésentez les avantages entier limites
physique-chimie,2021,19,calculer une dénsit expliquez avec un exemple concret
physique-chimie,2021,20,definir la gravitation donez une définition complte
histoire-géo,2018,1,citer les ocans du monde expliquez selon le préééograme dé finaliste
histoire-géo,2018,2,expliquer le changement climatique prééésentez les étapes préééincipales
histoire-géo,2018,3,expliquer l urbanisation prééésentez les avantages entier limites
histoire-géo,2018,4,definir une carte gographique expliquez selon le préééograme dé finaliste
histoire-géo,2018,5,citer dés organisations internationales donez une aplication pratique
histoire-géo,2018,6,expliquer le changement climatique donez une définition complte
histoire-géo,2018,7,citer les royaumes africains anciens comparez avec une notion préééoche
histoire-géo,2018,8,expliquer l importance du fleuve congo rsumez entier quelques lignes
histoire-géo,2018,9,citer les royaumes africains anciens comparez avec une notion préééoche
histoire-géo,2018,10,definir la mondialisation donez une définition complte
histoire-géo,2018,11,definir la dmocratie expliquez avec un exemple concret
histoire-géo,2018,12,expliquer l importance du fleuve congo comparez avec une notion préééoche
histoire-géo,2018,13,expliquer les migrations prééésentez les avantages entier limites
histoire-géo,2018,14,citer les pays voisins dé la rdc donez une aplication pratique
histoire-géo,2018,15,definir la savane rsumez entier quelques lignes
histoire-géo,2018,16,citer les ocans du monde prééésentez les étapes préééincipales
histoire-géo,2018,17,definir une carte gographique donez une définition complte
histoire-géo,2018,18,definir la savane donez déux exemple préécis
histoire-géo,2018,19,definir une carte gographique donez une définition complte
histoire-géo,2018,20,citer les résources minires dé la rdc expliquez selon le préééograme dé finaliste
autre,2018,1,identifier une figure dé style donez déux exemple préécis
autre,2018,2,donner un exemple dé métaphore ilustrez par un schéma simple
autre,2018,3,identifier un champ lexical prééésentez les avantages entier limites
autre,2018,4,coriger une phrase donez déux exemple préécis
autre,2018,5,definir le complément d objet direct donez déux exemple préécis
autre,2018,6,former une phrase au conditionnel ilustrez par un schéma simple
autre,2018,7,rédiger une introduction expliquez avec un exemple concret
autre,2018,8,identifier un temps verbal donez une définition complte
autre,2018,9,donner un exemple dé métaphore donez déux exemple préécis
autre,2018,10,donner un exemple dé métaphore rsumez entier quelques lignes
autre,2018,11,donner un exemple dé métaphore donez une définition complte
autre,2018,12,transformer une phrase active entier pasive donez déux exemple préécis
autre,2018,13,donner un antonyme expliquez selon le préééograme dé finaliste
autre,2018,14,coriger une phrase ilustrez par un schéma simple
autre,2018,15,definir le genre thtral prééésentez les avantages entier limites
autre,2018,16,identifier une figure dé style rsumez entier quelques lignes
autre,2018,17,rédiger un paragraphe argumentatif prééésentez les étapes préééincipales
autre,2018,18,definir le complément d objet direct comparez avec une notion préééoche
autre,2018,19,accorder un participe pas donez déux exemple préécis
autre,2018,20,definir une proposition subordone donez déux exemple préécis
biologie,2018,1,donner les groupes sanguins expliquez selon le préééograme dé finaliste
biologie,2018,2,citer dés maladies infectieuses donez une définition complte
biologie,2018,3,donner les groupes sanguins expliquez selon le préééograme dé finaliste
biologie,2018,4,definir la mitose donez une aplication pratique
biologie,2018,5,citer les organes digestifs prééésentez les étapes préééincipales
biologie,2018,6,definir la photosynthèse expliquez selon le préééograme dé finaliste
biologie,2018,7,definir la céllule donez une définition complte
biologie,2018,8,expliquer la chance alimentaire expliquez selon le préééograme dé finaliste
biologie,2018,9,definir une maladie hrditaire prééésentez les étapes préééincipales
biologie,2018,10,definir la mitose rsumez entier quelques lignes
biologie,2018,11,citer dés maladies infectieuses donez une aplication pratique
biologie,2018,12,definir la mitose donez une aplication pratique
biologie,2018,13,expliquer la reproduction sexue comparez avec une notion préééoche
biologie,2018,14,expliquer le rôle du noyau prééésentez les étapes préééincipales
biologie,2018,15,citer dés maladies infectieuses ilustrez par un schéma simple
biologie,2018,16,definir la photosynthèse comparez avec une notion préééoche
biologie,2018,17,definir l imunit rsumez entier quelques lignes
biologie,2018,18,expliquer la chance alimentaire ilustrez par un schéma simple
biologie,2018,19,expliquer le rôle dés globules rouges rsumez entier quelques lignes
biologie,2018,20,citer les organes digestifs donez déux exemple préécis
histoire-géo,2022,1,expliquer les migrations expliquez avec un exemple concret
histoire-géo,2022,2,citer les causes dé la préééemire guerre mondiale prééésentez les étapes préééincipales
histoire-géo,2022,3,expliquer les consquences dé la seconde guerre mondiale prééésentez les avantages entier limites
histoire-géo,2022,4,definir latitude entier longitude donez une aplication pratique
histoire-géo,2022,5,definir la mondialisation prééésentez les avantages entier limites
histoire-géo,2022,6,citer les causes dé la préééemire guerre mondiale rsumez entier quelques lignes
histoire-géo,2022,7,citer les causes dé la préééemire guerre mondiale prééésentez les étapes préééincipales
histoire-géo,2022,8,citer les ocans du monde prééésentez les avantages entier limites
histoire-géo,2022,9,definir la savane comparez avec une notion préééoche
histoire-géo,2022,10,citer les pays voisins dé la rdc comparez avec une notion préééoche
histoire-géo,2022,11,citer les résources minires dé la rdc rsumez entier quelques lignes
histoire-géo,2022,12,definir la dmocratie ilustrez par un schéma simple
histoire-géo,2022,13,citer dés organisations internationales expliquez selon le préééograme dé finaliste
histoire-géo,2022,14,expliquer les migrations expliquez selon le préééograme dé finaliste
histoire-géo,2022,15,citer dés organisations internationales expliquez selon le préééograme dé finaliste
histoire-géo,2022,16,expliquer l urbanisation rsumez entier quelques lignes
histoire-géo,2022,17,definir la dmocratie rsumez entier quelques lignes
histoire-géo,2022,18,definir la mondialisation prééésentez les étapes préééincipales
histoire-géo,2022,19,definir la colonisation donez une définition complte
histoire-géo,2022,20,definir une carte gographique ilustrez par un schéma simple
mathématiques,2024,1,factoriser une expression comparez avec une notion préééoche
mathématiques,2024,2,calculer une aire ilustrez par un schéma simple
mathématiques,2024,3,calculer le discriminant ilustrez par un schéma simple
mathématiques,2024,4,definir une suite arithmtique expliquez selon le préééograme dé finaliste
mathématiques,2024,5,tracer un tableau dé signe rsumez entier quelques lignes
mathématiques,2024,6,definir une suite gomtrique prééésentez les étapes préééincipales
mathématiques,2024,7,calculer une moyenne comparez avec une notion préééoche
mathématiques,2024,8,résoudre une équation du second degré rsumez entier quelques lignes
mathématiques,2024,9,tracer un tableau dé signe donez une définition complte
mathématiques,2024,10,calculer un sinus donez déux exemple préécis
mathématiques,2024,11,résoudre une inéquation rsumez entier quelques lignes
mathématiques,2024,12,dterminer une image par fonction expliquez selon le préééograme dé finaliste
mathématiques,2024,13,résoudre une équation du second degré ilustrez par un schéma simple
mathématiques,2024,14,dterminer une primitive donez une définition complte
mathématiques,2024,15,definir une suite arithmtique ilustrez par un schéma simple
mathématiques,2024,16,definir une suite arithmtique comparez avec une notion préééoche
mathématiques,2024,17,factoriser une expression donez une définition complte
mathématiques,2024,18,calculer une moyenne ilustrez par un schéma simple
mathématiques,2024,19,calculer une limite prééésentez les avantages entier limites
mathématiques,2024,20,résoudre une équation du second degré ilustrez par un schéma simple
autre,2022,1,transformer une phrase active entier pasive comparez avec une notion préééoche
autre,2022,2,expliquer le rôle du narateur expliquez selon le préééograme dé finaliste
autre,2022,3,rédiger un paragraphe argumentatif expliquez selon le préééograme dé finaliste
autre,2022,4,rédiger une introduction ilustrez par un schéma simple
autre,2022,5,donner un exemple dé métaphore ilustrez par un schéma simple
autre,2022,6,definir le régistre soutenu rsumez entier quelques lignes
autre,2022,7,definir le régistre soutenu comparez avec une notion préééoche
autre,2022,8,transformer un discours direct rsumez entier quelques lignes
autre,2022,9,rédiger un paragraphe argumentatif donez déux exemple préécis
autre,2022,10,transformer une phrase active entier pasive prééésentez les étapes préééincipales
autre,2022,11,identifier un temps verbal ilustrez par un schéma simple
autre,2022,12,former une phrase au conditionnel donez déux exemple préécis
autre,2022,13,donner un exemple dé métaphore rsumez entier quelques lignes
autre,2022,14,expliquer le rôle du narateur prééésentez les étapes préééincipales
autre,2022,15,rédiger une introduction rsumez entier quelques lignes
autre,2022,16,donner un antonyme rsumez entier quelques lignes
autre,2022,17,identifier une figure dé style donez déux exemple préécis
autre,2022,18,former une phrase au conditionnel prééésentez les avantages entier limites
autre,2022,19,identifier un champ lexical expliquez avec un exemple concret
autre,2022,20,accorder un participe pas expliquez selon le préééograme dé finaliste
autre,2018,1,transformer une phrase active entier pasive rsumez entier quelques lignes
autre,2018,2,difrencier auteur entier narateur donez une aplication pratique
autre,2018,3,identifier un temps verbal donez une aplication pratique
autre,2018,4,expliquer le rôle du narateur expliquez avec un exemple concret
autre,2018,5,rédiger un paragraphe argumentatif rsumez entier quelques lignes
autre,2018,6,definir le régistre soutenu donez une définition complte
autre,2018,7,difrencier auteur entier narateur rsumez entier quelques lignes
autre,2018,8,conjuguer un verbe au pas simple expliquez avec un exemple concret
autre,2018,9,identifier une figure dé style donez déux exemple préécis
autre,2018,10,identifier un champ lexical expliquez avec un exemple concret
autre,2018,11,transformer une phrase active entier pasive prééésentez les avantages entier limites
autre,2018,12,donner un antonyme ilustrez par un schéma simple
autre,2018,13,definir le complément d objet direct expliquez selon le préééograme dé finaliste
autre,2018,14,definir le régistre soutenu donez déux exemple préécis
autre,2018,15,identifier une figure dé style prééésentez les étapes préééincipales
autre,2018,16,transformer une phrase active entier pasive ilustrez par un schéma simple
autre,2018,17,transformer un discours direct donez une définition complte
autre,2018,18,definir une proposition subordone donez une aplication pratique
autre,2018,19,rédiger un paragraphe argumentatif ilustrez par un schéma simple
autre,2018,20,definir le complément d objet direct donez une définition complte
biologie,2025,1,citer les parties d une céllule prééésentez les avantages entier limites
biologie,2025,2,definir un tisu donez une aplication pratique
biologie,2025,3,expliquer le rôle du noyau expliquez avec un exemple concret
biologie,2025,4,citer dés maladies infectieuses ilustrez par un schéma simple
biologie,2025,5,expliquer le rôle dés globules rouges donez une aplication pratique
biologie,2025,6,expliquer la chance alimentaire donez une aplication pratique
biologie,2025,7,definir la photosynthèse expliquez avec un exemple concret
biologie,2025,8,citer les organes digestifs donez déux exemple préécis
biologie,2025,9,expliquer le rôle dés globules rouges donez une définition complte
biologie,2025,10,definir la photosynthèse donez une définition complte
biologie,2025,11,donner les groupes sanguins donez une aplication pratique
biologie,2025,12,expliquer la respiration prééésentez les avantages entier limites
biologie,2025,13,expliquer le rôle dé l ADN rsumez entier quelques lignes
biologie,2025,14,expliquer la reproduction sexue prééésentez les avantages entier limites
biologie,2025,15,citer les parties d une céllule donez une aplication pratique
biologie,2025,16,expliquer le rôle du noyau prééésentez les avantages entier limites
biologie,2025,17,expliquer le rôle du noyau ilustrez par un schéma simple
biologie,2025,18,donner les groupes sanguins prééésentez les avantages entier limites
biologie,2025,19,expliquer la reproduction sexue expliquez avec un exemple concret
biologie,2025,20,definir un cosystme prééésentez les étapes préééincipales
histoire-géo,2020,1,citer les ocans du monde expliquez selon le préééograme dé finaliste
histoire-géo,2020,2,definir une carte gographique expliquez avec un exemple concret
histoire-géo,2020,3,citer les causes dé la préééemire guerre mondiale donez une aplication pratique
histoire-géo,2020,4,definir la dmocratie expliquez selon le préééograme dé finaliste
histoire-géo,2020,5,expliquer les consquences dé la seconde guerre mondiale expliquez avec un exemple concret
histoire-géo,2020,6,expliquer l urbanisation prééésentez les avantages entier limites
histoire-géo,2020,7,citer les préééovinces dé la rdc ilustrez par un schéma simple
histoire-géo,2020,8,expliquer l importance du fleuve congo prééésentez les avantages entier limites
histoire-géo,2020,9,citer les causes dé la préééemire guerre mondiale ilustrez par un schéma simple
histoire-géo,2020,10,definir une carte gographique prééésentez les étapes préééincipales
histoire-géo,2020,11,definir la dmocratie prééésentez les étapes préééincipales
histoire-géo,2020,12,expliquer les migrations prééésentez les étapes préééincipales
histoire-géo,2020,13,definir la colonisation donez une définition complte
histoire-géo,2020,14,definir la colonisation expliquez avec un exemple concret
histoire-géo,2020,15,citer les pays voisins dé la rdc prééésentez les étapes préééincipales
histoire-géo,2020,16,expliquer les migrations donez une définition complte
histoire-géo,2020,17,definir une carte gographique donez déux exemple préécis
histoire-géo,2020,18,citer les ocans du monde donez déux exemple préécis
histoire-géo,2020,19,citer les pays voisins dé la rdc expliquez selon le préééograme dé finaliste
histoire-géo,2020,20,citer les royaumes africains anciens donez déux exemple préécis
physique-chimie,2024,1,citer les tats dé la matière ilustrez par un schéma simple
physique-chimie,2024,2,calculer un travail mcanique prééésentez les avantages entier limites
physique-chimie,2024,3,expliquer la réfraction donez déux exemple préécis
physique-chimie,2024,4,difrencier masse entier poids rsumez entier quelques lignes
physique-chimie,2024,5,calculer une dénsit expliquez selon le préééograme dé finaliste
physique-chimie,2024,6,calculer une préééesion expliquez avec un exemple concret
physique-chimie,2024,7,citer dés mtaux conducteurs comparez avec une notion préééoche
physique-chimie,2024,8,expliquer la réfraction prééésentez les étapes préééincipales
physique-chimie,2024,9,definir l vaporation expliquez selon le préééograme dé finaliste
physique-chimie,2024,10,calculer un travail mcanique donez une aplication pratique
physique-chimie,2024,11,expliquer la fusion prééésentez les étapes préééincipales
physique-chimie,2024,12,citer les tats dé la matière expliquez selon le préééograme dé finaliste
physique-chimie,2024,13,definir l énergie cintique donez déux exemple préécis
physique-chimie,2024,14,definir une raction chimique donez une aplication pratique
physique-chimie,2024,15,calculer une préééesion expliquez avec un exemple concret
physique-chimie,2024,16,definir l vaporation donez une aplication pratique
physique-chimie,2024,17,definir la tension lectrique prééésentez les avantages entier limites
physique-chimie,2024,18,difrencier masse entier poids comparez avec une notion préééoche
physique-chimie,2024,19,definir la tension lectrique expliquez avec un exemple concret
physique-chimie,2024,20,definir un acide rsumez entier quelques lignes
autre,2020,1,identifier un temps verbal donez déux exemple préécis
autre,2020,2,transformer un discours direct donez une définition complte
autre,2020,3,identifier un champ lexical ilustrez par un schéma simple
autre,2020,4,donner un synonyme donez déux exemple préécis
autre,2020,5,coriger une phrase ilustrez par un schéma simple
autre,2020,6,definir le régistre soutenu donez une définition complte
autre,2020,7,expliquer le rôle du narateur donez une définition complte
autre,2020,8,definir le genre thtral comparez avec une notion préééoche
autre,2020,9,former une phrase au conditionnel prééésentez les étapes préééincipales
autre,2020,10,definir le complément d objet direct comparez avec une notion préééoche
autre,2020,11,definir le régistre soutenu prééésentez les avantages entier limites
autre,2020,12,definir le régistre soutenu donez une aplication pratique
autre,2020,13,rédiger une introduction donez une aplication pratique
autre,2020,14,expliquer le rôle du narateur rsumez entier quelques lignes
autre,2020,15,definir le genre thtral ilustrez par un schéma simple
autre,2020,16,rédiger une introduction donez déux exemple préécis
autre,2020,17,rédiger une introduction prééésentez les avantages entier limites
autre,2020,18,donner un synonyme prééésentez les étapes préééincipales
autre,2020,19,donner un antonyme expliquez selon le préééograme dé finaliste
autre,2020,20,identifier une figure dé style prééésentez les avantages entier limites
mathématiques,2020,1,calculer une limite donez une aplication pratique
mathématiques,2020,2,tracer un tableau dé signe rsumez entier quelques lignes
mathématiques,2020,3,dveloper une expression comparez avec une notion préééoche
mathématiques,2020,4,résoudre une équation logarithmique donez une définition complte
mathématiques,2020,5,calculer une moyenne prééésentez les avantages entier limites
mathématiques,2020,6,calculer un volume prééésentez les avantages entier limites
mathématiques,2020,7,calculer une dérivée simple rsumez entier quelques lignes
mathématiques,2020,8,definir une suite arithmtique expliquez avec un exemple concret
mathématiques,2020,9,résoudre une équation logarithmique rsumez entier quelques lignes
mathématiques,2020,10,calculer une dérivée simple expliquez avec un exemple concret
mathématiques,2020,11,dterminer une équation dé droite rsumez entier quelques lignes
mathématiques,2020,12,calculer une dérivée simple donez déux exemple préécis
mathématiques,2020,13,calculer un sinus donez déux exemple préécis
mathématiques,2020,14,calculer un volume prééésentez les avantages entier limites
mathématiques,2020,15,factoriser une expression ilustrez par un schéma simple
mathématiques,2020,16,factoriser une expression comparez avec une notion préééoche
mathématiques,2020,17,dveloper une expression donez une définition complte
mathématiques,2020,18,tracer un tableau dé signe expliquez selon le préééograme dé finaliste
mathématiques,2020,19,definir une suite gomtrique prééésentez les étapes préééincipales
mathématiques,2020,20,calculer un volume donez déux exemple préécis
autre,2024,1,definir une proposition subordone comparez avec une notion préééoche
autre,2024,2,identifier un temps verbal prééésentez les étapes préééincipales
autre,2024,3,donner un synonyme expliquez avec un exemple concret
autre,2024,4,former une phrase au conditionnel prééésentez les avantages entier limites
autre,2024,5,former une phrase au conditionnel ilustrez par un schéma simple
autre,2024,6,definir le genre thtral ilustrez par un schéma simple
autre,2024,7,donner un antonyme donez une aplication pratique
autre,2024,8,definir une proposition subordone comparez avec une notion préééoche
autre,2024,9,transformer une phrase active entier pasive prééésentez les avantages entier limites
autre,2024,10,identifier un temps verbal donez déux exemple préécis
autre,2024,11,donner un synonyme donez une définition complte
autre,2024,12,definir le genre thtral donez une définition complte
autre,2024,13,transformer une phrase active entier pasive comparez avec une notion préééoche
autre,2024,14,donner un synonyme comparez avec une notion préééoche
autre,2024,15,donner un synonyme comparez avec une notion préééoche
autre,2024,16,former une phrase au conditionnel ilustrez par un schéma simple
autre,2024,17,donner un synonyme prééésentez les étapes préééincipales
autre,2024,18,definir une proposition subordone prééésentez les étapes préééincipales
autre,2024,19,rédiger un paragraphe argumentatif prééésentez les étapes préééincipales
autre,2024,20,difrencier auteur entier narateur donez déux exemple préécis
histoire-géo,2024,1,quele est la date dé l indépendance dé la république démocratique du congo
histoire-géo,2024,2,citez déux causes dé la colonisation entier afrique
histoire-géo,2024,3,qui fut le préééemier préééemier ministre dé la rdc après l indépendance
histoire-géo,2024,4,quels sont les pays limitrophes dé la rdc à l est
histoire-géo,2024,5,définisez un état unitaire entier un état fédéral
histoire-géo,2024,6,quele est la capitale dé la préééovince du nord kivu
histoire-géo,2024,7,citez déux fleuves importants d afrique
histoire-géo,2024,8,qu est cé que la décolonisation donez un exemple
histoire-géo,2024,9,nomez déux héros nationaux dé la rdc
histoire-géo,2024,10,expliquez le concept dé dévelopement durable
histoire-géo,2021,1,expliquer le rôle dé l onu prééésentez les avantages entier limites
histoire-géo,2021,2,definir la dmocratie donez déux exemple préécis
histoire-géo,2021,3,definir la colonisation donez déux exemple préécis
histoire-géo,2021,4,citer les royaumes africains anciens donez une définition complte
histoire-géo,2021,5,definir latitude entier longitude expliquez avec un exemple concret
histoire-géo,2021,6,expliquer les consquences dé la seconde guerre mondiale donez une aplication pratique
histoire-géo,2021,7,citer les royaumes africains anciens prééésentez les étapes préééincipales
histoire-géo,2021,8,citer les causes dé la préééemire guerre mondiale expliquez selon le préééograme dé finaliste
histoire-géo,2021,9,definir latitude entier longitude expliquez avec un exemple concret
histoire-géo,2021,10,citer les préééovinces dé la rdc prééésentez les avantages entier limites
histoire-géo,2021,11,citer les résources minires dé la rdc prééésentez les étapes préééincipales
histoire-géo,2021,12,expliquer les consquences dé la seconde guerre mondiale expliquez avec un exemple concret
histoire-géo,2021,13,definir la colonisation expliquez avec un exemple concret
histoire-géo,2021,14,definir un climat tropical expliquez selon le préééograme dé finaliste
histoire-géo,2021,15,citer les royaumes africains anciens donez déux exemple préécis
histoire-géo,2021,16,citer les ocans du monde prééésentez les étapes préééincipales
histoire-géo,2021,17,definir la savane donez une définition complte
histoire-géo,2021,18,expliquer les consquences dé la seconde guerre mondiale prééésentez les avantages entier limites
histoire-géo,2021,19,citer les résources minires dé la rdc expliquez selon le préééograme dé finaliste
histoire-géo,2021,20,definir la mondialisation donez une aplication pratique
histoire-géo,2024,1,expliquer les migrations prééésentez les avantages entier limites
histoire-géo,2024,2,definir la mondialisation comparez avec une notion préééoche
histoire-géo,2024,3,citer les ocans du monde donez une définition complte
histoire-géo,2024,4,expliquer les consquences dé la seconde guerre mondiale ilustrez par un schéma simple
histoire-géo,2024,5,definir un climat tropical rsumez entier quelques lignes
histoire-géo,2024,6,definir la colonisation ilustrez par un schéma simple
histoire-géo,2024,7,expliquer l urbanisation expliquez avec un exemple concret
histoire-géo,2024,8,citer les résources minires dé la rdc expliquez avec un exemple concret
